# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	11580	12554	+					amrS		BBF96_RS00055	975		old_locus_tag=BBF96_00055
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	11580	12554	+	WP_127015267.1	WP_127015267.1		AmmeMemoRadiSam system radical SAM enzyme	amrS		BBF96_RS00055	975	324	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	12607	13923	+							BBF96_RS00060	1317		old_locus_tag=BBF96_00060
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	12607	13923	+	WP_127015268.1	WP_127015268.1		cyclic 2,3-diphosphoglycerate synthase			BBF96_RS00060	1317	438	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	14354	15397	+					tdh		BBF96_RS00065	1044		old_locus_tag=BBF96_00065
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	14354	15397	+	WP_127015269.1	WP_127015269.1		L-threonine 3-dehydrogenase	tdh		BBF96_RS00065	1044	347	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	15640	16824	+							BBF96_RS00070	1185		old_locus_tag=BBF96_00070
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	15640	16824	+	WP_127015270.1	WP_127015270.1		glycine C-acetyltransferase			BBF96_RS00070	1185	394	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	16959	17507	+							BBF96_RS00075	549		old_locus_tag=BBF96_00075
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	16959	17507	+	WP_164730812.1	WP_164730812.1		RNA polymerase sigma factor			BBF96_RS00075	549	182	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	17504	17956	+							BBF96_RS00080	453		old_locus_tag=BBF96_00080
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	17504	17956	+	WP_127015272.1	WP_127015272.1		hypothetical protein			BBF96_RS00080	453	150	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	17959	18822	+							BBF96_RS00085	864		old_locus_tag=BBF96_00085
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	17959	18822	+	WP_127015273.1	WP_127015273.1		zinc ribbon domain-containing protein			BBF96_RS00085	864	287	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	18847	19563	-							BBF96_RS00090	717		old_locus_tag=BBF96_00090
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	18847	19563	-	WP_127015274.1	WP_127015274.1		CPBP family intramembrane metalloprotease			BBF96_RS00090	717	238	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	19943	20587	+							BBF96_RS00095	645		old_locus_tag=BBF96_00095
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	19943	20587	+	WP_127015275.1	WP_127015275.1		class II aldolase/adducin family protein			BBF96_RS00095	645	214	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	20606	21415	+					cdaA		BBF96_RS00100	810		old_locus_tag=BBF96_00100
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	20606	21415	+	WP_205665664.1	WP_205665664.1		diadenylate cyclase CdaA	cdaA		BBF96_RS00100	810	269	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	21412	21792	+							BBF96_RS00105	381		old_locus_tag=BBF96_00105
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	21412	21792	+	WP_127015277.1	WP_127015277.1		hypothetical protein			BBF96_RS00105	381	126	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	21793	23394	+							BBF96_RS00110	1602		old_locus_tag=BBF96_00110
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	21793	23394	+	WP_127015278.1	WP_127015278.1		NAD(P)-binding protein			BBF96_RS00110	1602	533	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	23656	25005	+					glmM		BBF96_RS00115	1350		old_locus_tag=BBF96_00115
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	23656	25005	+	WP_127015279.1	WP_127015279.1		phosphoglucosamine mutase	glmM		BBF96_RS00115	1350	449	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	25620	27446	+					glmS		BBF96_RS00120	1827		old_locus_tag=BBF96_00125
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	25620	27446	+	WP_127015280.1	WP_127015280.1		glutamine--fructose-6-phosphate transaminase (isomerizing)	glmS		BBF96_RS00120	1827	608	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	27763	28533	+							BBF96_RS00125	771		
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	27763	28533	+	WP_127015281.1	WP_127015281.1		GIY-YIG nuclease family protein			BBF96_RS00125	771	256	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	29284	29880	+							BBF96_RS00130	597		old_locus_tag=BBF96_00135
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	29284	29880	+	WP_127015282.1	WP_127015282.1		DUF1819 family protein			BBF96_RS00130	597	198	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	29884	30462	+							BBF96_RS00135	579		old_locus_tag=BBF96_00140
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	29884	30462	+	WP_236777851.1	WP_236777851.1		DUF1788 domain-containing protein			BBF96_RS00135	579	192	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	30482	34030	+					brxC		BBF96_RS00140	3549		old_locus_tag=BBF96_00145
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	30482	34030	+	WP_127015284.1	WP_127015284.1		BREX system P-loop protein BrxC	brxC		BBF96_RS00140	3549	1182	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	34045	37683	+					pglX		BBF96_RS00145	3639		old_locus_tag=BBF96_00150
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	34045	37683	+	WP_127015285.1	WP_127015285.1		BREX-1 system adenine-specific DNA-methyltransferase PglX	pglX		BBF96_RS00145	3639	1212	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	37754	38842	+					cmr1		BBF96_RS00150	1089		old_locus_tag=BBF96_00155
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	37754	38842	+	WP_164730813.1	WP_164730813.1		type III-B CRISPR module RAMP protein Cmr1	cmr1		BBF96_RS00150	1089	362	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	38829	39680	+							BBF96_RS00155	852		old_locus_tag=BBF96_00160
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	38829	39680	+	WP_205665665.1	WP_205665665.1		RAMP superfamily CRISPR-associated protein			BBF96_RS00155	852	283	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	39682	42591	+							BBF96_RS00160	2910		old_locus_tag=BBF96_00165
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	39682	42591	+	WP_205665666.1	WP_205665666.1		CRISPR-associated protein Csx11			BBF96_RS00160	2910	969	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	42591	43520	+					cmr4		BBF96_RS00165	930		old_locus_tag=BBF96_00170
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	42591	43520	+	WP_127015287.1	WP_127015287.1		type III-B CRISPR module RAMP protein Cmr4	cmr4		BBF96_RS00165	930	309	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	43513	43911	+							BBF96_RS00170	399		old_locus_tag=BBF96_00175
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	43513	43911	+	WP_205665667.1	WP_205665667.1		hypothetical protein			BBF96_RS00170	399	132	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	43901	44887	+							BBF96_RS00175	987		old_locus_tag=BBF96_00180
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	43901	44887	+	WP_127015288.1	WP_127015288.1		hypothetical protein			BBF96_RS00175	987	328	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	44912	47467	+					pglZ		BBF96_RS00180	2556		old_locus_tag=BBF96_00185
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	44912	47467	+	WP_127015289.1	WP_127015289.1		BREX-1 system phosphatase PglZ type A	pglZ		BBF96_RS00180	2556	851	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	47493	49541	+					brxL		BBF96_RS00185	2049		old_locus_tag=BBF96_00190
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	47493	49541	+	WP_127015290.1	WP_127015290.1		protease Lon-related BREX system protein BrxL	brxL		BBF96_RS00185	2049	682	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	49756	50808	+							BBF96_RS00190	1053		old_locus_tag=BBF96_00195
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	49756	50808	+	WP_127015291.1	WP_127015291.1		PD-(D/E)XK nuclease family protein			BBF96_RS00190	1053	350	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	51616	53340	+							BBF96_RS00195	1725		old_locus_tag=BBF96_00200
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	51616	53340	+	WP_127015292.1	WP_127015292.1		dihydroxy-acid dehydratase			BBF96_RS00195	1725	574	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	53496	54698	+							BBF96_RS00200	1203		old_locus_tag=BBF96_00205
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	53496	54698	+	WP_127015293.1	WP_127015293.1		ISL3 family transposase			BBF96_RS00200	1203	400	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	54889	55899	+							BBF96_RS00205	1011		old_locus_tag=BBF96_00210
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	54889	55899	+	WP_127015294.1	WP_127015294.1		TRAP transporter substrate-binding protein			BBF96_RS00205	1011	336	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	55965	56471	+							BBF96_RS00210	507		old_locus_tag=BBF96_00215
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	55965	56471	+	WP_127015295.1	WP_127015295.1		TRAP transporter small permease			BBF96_RS00210	507	168	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	56476	57756	+							BBF96_RS00215	1281		old_locus_tag=BBF96_00220
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	56476	57756	+	WP_127015296.1	WP_127015296.1		TRAP transporter large permease			BBF96_RS00215	1281	426	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	58122	59117	+							BBF96_RS00220	996		old_locus_tag=BBF96_00225
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	58122	59117	+	WP_127015297.1	WP_127015297.1		TRAP transporter substrate-binding protein			BBF96_RS00220	996	331	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	59187	59684	+							BBF96_RS00225	498		old_locus_tag=BBF96_00230
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	59187	59684	+	WP_127015298.1	WP_127015298.1		TRAP transporter small permease			BBF96_RS00225	498	165	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	59685	60959	+							BBF96_RS00230	1275		old_locus_tag=BBF96_00235
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	59685	60959	+	WP_127015299.1	WP_127015299.1		TRAP transporter large permease			BBF96_RS00230	1275	424	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	60979	62241	+					larA		BBF96_RS00235	1263		old_locus_tag=BBF96_00240
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	60979	62241	+	WP_127015300.1	WP_127015300.1		nickel-dependent lactate racemase	larA		BBF96_RS00235	1263	420	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	62257	63231	+							BBF96_RS00240	975		old_locus_tag=BBF96_00245
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	62257	63231	+	WP_127015301.1	WP_127015301.1		C-terminal binding protein			BBF96_RS00240	975	324	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	63256	64206	+							BBF96_RS00245	951		old_locus_tag=BBF96_00250
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	63256	64206	+	WP_205665668.1	WP_205665668.1		sugar kinase			BBF96_RS00245	951	316	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	64231	64887	+							BBF96_RS00250	657		old_locus_tag=BBF96_00255
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	64231	64887	+	WP_127015302.1	WP_127015302.1		bifunctional 2-keto-4-hydroxyglutarate aldolase/2-keto-3-deoxy-6-phosphogluconate aldolase			BBF96_RS00250	657	218	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	65017	65793	+							BBF96_RS00255	777		old_locus_tag=BBF96_00260
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	65017	65793	+	WP_127015303.1	WP_127015303.1		IclR family transcriptional regulator			BBF96_RS00255	777	258	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	66055	67242	+							BBF96_RS00260	1188		old_locus_tag=BBF96_00265
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	66055	67242	+	WP_127015304.1	WP_127015304.1		anaerobic nitric oxide reductase flavorubredoxin			BBF96_RS00260	1188	395	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	67672	68649	+							BBF96_RS00265	978		old_locus_tag=BBF96_00270
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	67672	68649	+	WP_127015305.1	WP_127015305.1		peptidylprolyl isomerase			BBF96_RS00265	978	325	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	68804	69553	+							BBF96_RS00270	750		old_locus_tag=BBF96_00275
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	68804	69553	+	WP_127015306.1	WP_127015306.1		hypothetical protein			BBF96_RS00270	750	249	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	69824	70351	-							BBF96_RS00275	528		old_locus_tag=BBF96_00280
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	69824	70351	-	WP_127015307.1	WP_127015307.1		gamma carbonic anhydrase family protein			BBF96_RS00275	528	175	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	70523	70948	+					acpS		BBF96_RS00280	426		old_locus_tag=BBF96_00285
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	70523	70948	+	WP_127018124.1	WP_127018124.1		holo-ACP synthase	acpS		BBF96_RS00280	426	141	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	70917	72461	+							BBF96_RS00285	1545		old_locus_tag=BBF96_00290
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	70917	72461	+	WP_127015308.1	WP_127015308.1		NAD(P)H-hydrate dehydratase			BBF96_RS00285	1545	514	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	72474	73607	+					alr		BBF96_RS00290	1134		old_locus_tag=BBF96_00295
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	72474	73607	+	WP_127015309.1	WP_127015309.1		alanine racemase	alr		BBF96_RS00290	1134	377	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	73680	74453	+							BBF96_RS00295	774		old_locus_tag=BBF96_00300
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	73680	74453	+	WP_127015310.1	WP_127015310.1		alpha/beta fold hydrolase			BBF96_RS00295	774	257	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	74585	76768	+							BBF96_RS00300	2184		old_locus_tag=BBF96_00305
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	74585	76768	+	WP_127015311.1	WP_127015311.1		AAA domain-containing protein			BBF96_RS00300	2184	727	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	76891	77040	+							BBF96_RS16295	150		
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	76891	77040	+	WP_164730814.1	WP_164730814.1		hypothetical protein			BBF96_RS16295	150	49	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	77260	77535	+							BBF96_RS00305	276		old_locus_tag=BBF96_00310
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	77260	77535	+	WP_127015312.1	WP_127015312.1		ribbon-helix-helix protein, CopG family			BBF96_RS00305	276	91	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	77537	77887	+							BBF96_RS00310	351		old_locus_tag=BBF96_00315
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	77537	77887	+	WP_127015313.1	WP_127015313.1		type II toxin-antitoxin system PemK/MazF family toxin			BBF96_RS00310	351	116	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	78010	79011	+							BBF96_RS00315	1002		old_locus_tag=BBF96_00320
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	78010	79011	+	WP_127015314.1	WP_127015314.1		asparaginase			BBF96_RS00315	1002	333	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	79032	80210	+							BBF96_RS00320	1179		old_locus_tag=BBF96_00325
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	79032	80210	+	WP_127015315.1	WP_127015315.1		M20 family metallopeptidase			BBF96_RS00320	1179	392	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	80239	82596	+							BBF96_RS00325	2358		old_locus_tag=BBF96_00330
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	80239	82596	+	WP_127015316.1	WP_127015316.1		DUF4292 domain-containing protein			BBF96_RS00325	2358	785	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	82664	83824	+							BBF96_RS00330	1161		old_locus_tag=BBF96_00335
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	82664	83824	+	WP_127015317.1	WP_127015317.1		amidohydrolase			BBF96_RS00330	1161	386	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	84178	85653	+							BBF96_RS00335	1476		old_locus_tag=BBF96_00340
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	84178	85653	+	WP_127015318.1	WP_127015318.1		phosphodiester glycosidase family protein			BBF96_RS00335	1476	491	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	85679	85930	-							BBF96_RS00340	252		old_locus_tag=BBF96_00345
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	85679	85930	-	WP_164730815.1	WP_164730815.1		DUF2007 domain-containing protein			BBF96_RS00340	252	83	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	86102	86572	+					tsaE		BBF96_RS00345	471		old_locus_tag=BBF96_00350
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	86102	86572	+	WP_127015320.1	WP_127015320.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	tsaE		BBF96_RS00345	471	156	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	86559	87269	+					tsaB		BBF96_RS00350	711		old_locus_tag=BBF96_00355
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	86559	87269	+	WP_236777902.1	WP_236777902.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	tsaB		BBF96_RS00350	711	236	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	87270	87731	+					rimI		BBF96_RS00355	462		old_locus_tag=BBF96_00360
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	87270	87731	+	WP_236777852.1	WP_236777852.1		ribosomal protein S18-alanine N-acetyltransferase	rimI		BBF96_RS00355	462	153	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	87788	88801	+					tsaD		BBF96_RS00360	1014		old_locus_tag=BBF96_00365
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	87788	88801	+	WP_127015322.1	WP_127015322.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	tsaD		BBF96_RS00360	1014	337	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	88932	90278	+							BBF96_RS00365	1347		old_locus_tag=BBF96_00370
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	88932	90278	+	WP_164730816.1	WP_164730816.1		DUF512 domain-containing protein			BBF96_RS00365	1347	448	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	90574	90861	+					groES		BBF96_RS00370	288		old_locus_tag=BBF96_00375
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	90574	90861	+	WP_127015324.1	WP_127015324.1		co-chaperone GroES	groES		BBF96_RS00370	288	95	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	90920	92539	+					groL		BBF96_RS00375	1620		old_locus_tag=BBF96_00380
CDS	with_protein	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	90920	92539	+	WP_127015325.1	WP_127015325.1		chaperonin GroEL	groL		BBF96_RS00375	1620	539	
gene	protein_coding	GCF_003991135.1	Primary Assembly	chromosome		NZ_CP016379.1	92955	93941	+							BBF96_RS00380	987		old_locus_tag=BBF96_00385
