# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	12647	12796	-							ISX45_RS00085	150		old_locus_tag=ISX45_00085
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	12647	12796	-	WP_181555579.1	WP_181555579.1		YjcZ family sporulation protein			ISX45_RS00085	150	49	
gene	pseudogene	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	13186	13338	+							ISX45_RS19330	153		partial;pseudo
CDS	without_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	13186	13338	+				sporulation protein YhbH			ISX45_RS19330	153		partial;pseudo
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	13643	14593	+							ISX45_RS00090	951		old_locus_tag=ISX45_00090
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	13643	14593	+	WP_181555580.1	WP_181555580.1		efflux RND transporter periplasmic adaptor subunit			ISX45_RS00090	951	316	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	14612	15310	+							ISX45_RS00095	699		old_locus_tag=ISX45_00095
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	14612	15310	+	WP_181555841.1	WP_181555841.1		ABC transporter ATP-binding protein			ISX45_RS00095	699	232	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	15288	16457	+							ISX45_RS00100	1170		old_locus_tag=ISX45_00100
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	15288	16457	+	WP_228485596.1	WP_228485596.1		ABC transporter permease			ISX45_RS00100	1170	389	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	16767	17438	+							ISX45_RS00105	672		old_locus_tag=ISX45_00105
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	16767	17438	+	WP_181555581.1	WP_181555581.1		response regulator transcription factor			ISX45_RS00105	672	223	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	17455	18678	+							ISX45_RS00110	1224		old_locus_tag=ISX45_00110
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	17455	18678	+	WP_194519663.1	WP_194519663.1		HAMP domain-containing histidine kinase			ISX45_RS00110	1224	407	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	19247	20413	-							ISX45_RS19335	1167		
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	19247	20413	-	WP_228485597.1	WP_228485597.1		hypothetical protein			ISX45_RS19335	1167	388	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	21461	22438	+							ISX45_RS00120	978		old_locus_tag=ISX45_00120
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	21461	22438	+	WP_181555583.1	WP_181555583.1		LacI family DNA-binding transcriptional regulator			ISX45_RS00120	978	325	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	22470	23162	-							ISX45_RS00125	693		old_locus_tag=ISX45_00125
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	22470	23162	-	WP_194519664.1	WP_194519664.1		response regulator			ISX45_RS00125	693	230	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	23176	24753	-							ISX45_RS00130	1578		old_locus_tag=ISX45_00130
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	23176	24753	-	WP_194520575.1	WP_194520575.1		sensor histidine kinase			ISX45_RS00130	1578	525	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	24862	25911	+							ISX45_RS00135	1050		old_locus_tag=ISX45_00135
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	24862	25911	+	WP_194519665.1	WP_194519665.1		TRAP transporter substrate-binding protein			ISX45_RS00135	1050	349	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	25993	26550	+							ISX45_RS00140	558		old_locus_tag=ISX45_00140
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	25993	26550	+	WP_194519666.1	WP_194519666.1		GNAT family N-acetyltransferase			ISX45_RS00140	558	185	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	26776	28041	+							ISX45_RS00145	1266		old_locus_tag=ISX45_00145
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	26776	28041	+	WP_194519667.1	WP_194519667.1		dicarboxylate/amino acid:cation symporter			ISX45_RS00145	1266	421	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	28412	29116	+							ISX45_RS00150	705		old_locus_tag=ISX45_00150
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	28412	29116	+	WP_181555588.1	WP_181555588.1		pirin family protein			ISX45_RS00150	705	234	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	29161	29778	+					wrbA		ISX45_RS00155	618		old_locus_tag=ISX45_00155
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	29161	29778	+	WP_181555589.1	WP_181555589.1		NAD(P)H:quinone oxidoreductase	wrbA		ISX45_RS00155	618	205	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	30276	31070	+					bacA		ISX45_RS00160	795		old_locus_tag=ISX45_00160
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	30276	31070	+	WP_194520576.1	WP_194520576.1		undecaprenyl-diphosphate phosphatase	bacA		ISX45_RS00160	795	264	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	31206	31403	+							ISX45_RS00165	198		old_locus_tag=ISX45_00165
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	31206	31403	+	WP_194519668.1	WP_194519668.1		hypothetical protein			ISX45_RS00165	198	65	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	32079	32768	+							ISX45_RS00170	690		old_locus_tag=ISX45_00170
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	32079	32768	+	WP_194519669.1	WP_194519669.1		zinc metallopeptidase			ISX45_RS00170	690	229	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	32831	34180	+							ISX45_RS00175	1350		old_locus_tag=ISX45_00175
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	32831	34180	+	WP_181555592.1	WP_181555592.1		hemolysin family protein			ISX45_RS00175	1350	449	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	34217	35128	-							ISX45_RS00180	912		old_locus_tag=ISX45_00180
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	34217	35128	-	WP_194520577.1	WP_194520577.1		RluA family pseudouridine synthase			ISX45_RS00180	912	303	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	35280	35678	+							ISX45_RS00185	399		old_locus_tag=ISX45_00185
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	35280	35678	+	WP_194519670.1	WP_194519670.1		YhcU family protein			ISX45_RS00185	399	132	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	35799	36266	-							ISX45_RS00190	468		old_locus_tag=ISX45_00190
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	35799	36266	-	WP_194519671.1	WP_194519671.1		thioredoxin family protein			ISX45_RS00190	468	155	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	36268	36702	-							ISX45_RS00195	435		old_locus_tag=ISX45_00195
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	36268	36702	-	WP_194519672.1	WP_194519672.1		disulfide bond formation protein B			ISX45_RS00195	435	144	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	36848	38530	+							ISX45_RS00200	1683		old_locus_tag=ISX45_00200
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	36848	38530	+	WP_194519673.1	WP_194519673.1		alpha-glucosidase			ISX45_RS00200	1683	560	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	38661	39107	+							ISX45_RS00205	447		old_locus_tag=ISX45_00205
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	38661	39107	+	WP_194520578.1	WP_194520578.1		CBS domain-containing protein			ISX45_RS00205	447	148	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	39218	40969	+							ISX45_RS00210	1752		old_locus_tag=ISX45_00210
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	39218	40969	+	WP_181555597.1	WP_181555597.1		phospho-sugar mutase			ISX45_RS00210	1752	583	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	41066	42517	+							ISX45_RS00215	1452		old_locus_tag=ISX45_00215
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	41066	42517	+	WP_194519674.1	WP_194519674.1		alkaline phosphatase			ISX45_RS00215	1452	483	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	42681	43403	+							ISX45_RS00220	723		old_locus_tag=ISX45_00220
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	42681	43403	+	WP_181555599.1	WP_181555599.1		SDR family oxidoreductase			ISX45_RS00220	723	240	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	43492	44604	+							ISX45_RS00225	1113		old_locus_tag=ISX45_00225
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	43492	44604	+	WP_228485741.1	WP_228485741.1		GAF domain-containing sensor histidine kinase			ISX45_RS00225	1113	370	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	44604	45242	+							ISX45_RS00230	639		old_locus_tag=ISX45_00230
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	44604	45242	+	WP_181555601.1	WP_181555601.1		response regulator transcription factor			ISX45_RS00230	639	212	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	45359	45886	+							ISX45_RS00235	528		old_locus_tag=ISX45_00235
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	45359	45886	+	WP_181555602.1	WP_181555602.1		NAD(P)H-dependent oxidoreductase			ISX45_RS00235	528	175	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	45883	47106	+							ISX45_RS00240	1224		old_locus_tag=ISX45_00240
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	45883	47106	+	WP_194519675.1	WP_194519675.1		MFS transporter			ISX45_RS00240	1224	407	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	47137	47394	-							ISX45_RS00245	258		old_locus_tag=ISX45_00245
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	47137	47394	-	WP_181555604.1	WP_181555604.1		YhdB family protein			ISX45_RS00245	258	85	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	47581	47826	+							ISX45_RS00250	246		old_locus_tag=ISX45_00250
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	47581	47826	+	WP_181555847.1	WP_181555847.1		MFS transporter			ISX45_RS00250	246	81	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	47883	48494	-							ISX45_RS00255	612		old_locus_tag=ISX45_00255
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	47883	48494	-	WP_194519676.1	WP_194519676.1		DedA family protein			ISX45_RS00255	612	203	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	48661	50076	+							ISX45_RS00260	1416		old_locus_tag=ISX45_00260
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	48661	50076	+	WP_181555606.1	WP_181555606.1		SpoVR family protein			ISX45_RS00260	1416	471	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	50531	50893	+							ISX45_RS00265	363		old_locus_tag=ISX45_00265
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	50531	50893	+	WP_181555607.1	WP_181555607.1		VOC family protein			ISX45_RS00265	363	120	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	51138	51716	+							ISX45_RS00270	579		old_locus_tag=ISX45_00270
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	51138	51716	+	WP_194519677.1	WP_194519677.1		TetR/AcrR family transcriptional regulator			ISX45_RS00270	579	192	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	51738	53732	+							ISX45_RS00275	1995		old_locus_tag=ISX45_00275
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	51738	53732	+	WP_194519678.1	WP_194519678.1		YhgE/Pip domain-containing protein			ISX45_RS00275	1995	664	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	54240	54827	+							ISX45_RS00280	588		old_locus_tag=ISX45_00280
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	54240	54827	+	WP_181555610.1	WP_181555610.1		hypothetical protein			ISX45_RS00280	588	195	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	54843	55694	+							ISX45_RS00285	852		old_locus_tag=ISX45_00285
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	54843	55694	+	WP_194519679.1	WP_194519679.1		bacteriocin family protein			ISX45_RS00285	852	283	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	55742	56206	-							ISX45_RS00290	465		old_locus_tag=ISX45_00290
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	55742	56206	-	WP_194519680.1	WP_194519680.1		hypothetical protein			ISX45_RS00290	465	154	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	56309	56635	+							ISX45_RS00295	327		old_locus_tag=ISX45_00295
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	56309	56635	+	WP_194519681.1	WP_194519681.1		(2Fe-2S)-binding protein			ISX45_RS00295	327	108	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	56876	57442	-							ISX45_RS00300	567		old_locus_tag=ISX45_00300
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	56876	57442	-	WP_181555614.1	WP_181555614.1		glutathione peroxidase			ISX45_RS00300	567	188	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	57643	58083	+							ISX45_RS00305	441		old_locus_tag=ISX45_00305
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	57643	58083	+	WP_194519682.1	WP_194519682.1		Rrf2 family transcriptional regulator			ISX45_RS00305	441	146	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	58198	58833	+							ISX45_RS00310	636		old_locus_tag=ISX45_00310
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	58198	58833	+	WP_194519683.1	WP_194519683.1		NAD(P)-dependent oxidoreductase			ISX45_RS00310	636	211	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	58911	59762	+							ISX45_RS00315	852		old_locus_tag=ISX45_00315
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	58911	59762	+	WP_194520579.1	WP_194520579.1		VOC family protein			ISX45_RS00315	852	283	
gene	pseudogene	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	59828	60173	+							ISX45_RS00320	346		pseudo;old_locus_tag=ISX45_00320
CDS	without_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	59828	60173	+				DoxX family protein			ISX45_RS00320	346		pseudo
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	60523	60843	+							ISX45_RS00325	321		old_locus_tag=ISX45_00325
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	60523	60843	+	WP_181555617.1	WP_181555617.1		multidrug efflux SMR transporter			ISX45_RS00325	321	106	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	60888	61196	-							ISX45_RS00330	309		old_locus_tag=ISX45_00330
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	60888	61196	-	WP_181555618.1	WP_181555618.1		antibiotic biosynthesis monooxygenase			ISX45_RS00330	309	102	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	61220	62110	-							ISX45_RS00335	891		old_locus_tag=ISX45_00335
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	61220	62110	-	WP_194519684.1	WP_194519684.1		DMT family transporter			ISX45_RS00335	891	296	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	62291	62749	+							ISX45_RS00340	459		old_locus_tag=ISX45_00340
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	62291	62749	+	WP_194519685.1	WP_194519685.1		flavodoxin			ISX45_RS00340	459	152	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	63062	63334	+							ISX45_RS00345	273		old_locus_tag=ISX45_00345
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	63062	63334	+	WP_194519686.1	WP_194519686.1		DUF1232 domain-containing protein			ISX45_RS00345	273	90	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	63348	64034	+							ISX45_RS00350	687		old_locus_tag=ISX45_00350
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	63348	64034	+	WP_181555622.1	WP_181555622.1		TerC family protein			ISX45_RS00350	687	228	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	64079	65119	-							ISX45_RS00355	1041		old_locus_tag=ISX45_00355
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	64079	65119	-	WP_181555623.1	WP_181555623.1		ribonucleotide-diphosphate reductase subunit beta			ISX45_RS00355	1041	346	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	65140	67425	-							ISX45_RS00360	2286		old_locus_tag=ISX45_00360
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	65140	67425	-	WP_194519687.1	WP_194519687.1		ribonucleoside-diphosphate reductase subunit alpha			ISX45_RS00360	2286	761	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	67879	68373	-							ISX45_RS00365	495		old_locus_tag=ISX45_00365
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	67879	68373	-	WP_194519688.1	WP_194519688.1		hypothetical protein			ISX45_RS00365	495	164	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	68695	70773	+							ISX45_RS00370	2079		old_locus_tag=ISX45_00370
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	68695	70773	+	WP_194519689.1	WP_194519689.1		carbon starvation protein A			ISX45_RS00370	2079	692	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	70766	70969	+							ISX45_RS00375	204		old_locus_tag=ISX45_00375
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	70766	70969	+	WP_181555627.1	WP_181555627.1		YbdD/YjiX family protein			ISX45_RS00375	204	67	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	71333	72250	+					panE		ISX45_RS00380	918		old_locus_tag=ISX45_00380
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	71333	72250	+	WP_181555628.1	WP_181555628.1		2-dehydropantoate 2-reductase	panE		ISX45_RS00380	918	305	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	72672	72836	+							ISX45_RS00385	165		old_locus_tag=ISX45_00385
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	72672	72836	+	WP_194519690.1	WP_194519690.1		hypothetical protein			ISX45_RS00385	165	54	
gene	protein_coding	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	73688	75352	+							ISX45_RS00390	1665		old_locus_tag=ISX45_00390
CDS	with_protein	GCF_015326725.1	Primary Assembly	chromosome		NZ_CP064060.1	73688	75352	+	WP_194519691.1	WP_194519691.1		alpha-glucosidase			ISX45_RS00390	1665	554	
